발생일,발생시간,주야,요일,발생지_시도,발생지_시군구,기상상태,노면상태_대분류,노면상태,사고내용,사망자수,중상자수,경상자수,부상신고자수,도로종류,도로형태_대분류,도로형태,교차로형태_대분류,교차로형태,도로선형_대분류,도로선형,경도,위도
20150101,05시,야,목,서울,영등포구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,지하차도(도로)내,교차로아님,교차로아님,직선,오르막,126.928799,37.51442589
20150101,05시,야,목,울산,남구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,129.2561467,35.53875501
20150101,14시,주,목,전북,군산시,맑음,포장,건조,사망,1,0,0,0,기타,기타/불명,기타/불명,교차로아님,교차로아님,직선,오르막,126.7756585,35.98631414
20150101,21시,야,목,광주,동구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,126.9313967,35.15696445
20150102,06시,주,금,부산,영도구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,129.0656593,35.09256151
20150102,06시,주,금,울산,남구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,129.3534236,35.46849521
20150102,11시,주,금,경북,칠곡군,맑음,포장,건조,사망,1,1,1,1,일반국도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,128.3879752,36.00603163
20150102,17시,주,금,경기,수원시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.9914549,37.29850929
20150102,17시,주,금,경기,평택시,맑음,포장,건조,사망,1,0,6,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9160884,36.93736222
20150102,20시,야,금,경기,고양시,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.850374,37.6483652
20150102,21시,야,금,경기,용인시,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.283854,37.23295323
20150102,21시,야,금,충북,청주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.5283746,36.56416583
20150103,00시,야,토,서울,서대문구,맑음,포장,건조,사망,2,1,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,내리막,126.9630803,37.55992824
20150103,04시,야,토,강원,강릉시,맑음,포장,건조,사망,1,3,1,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,128.8952722,37.75419123
20150103,05시,야,토,충북,증평군,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.563032,36.78628022
20150103,06시,주,토,인천,부평구,맑음,포장,건조,사망,2,0,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,126.694481,37.47103058
20150103,07시,주,토,경남,남해군,맑음,포장,건조,사망,1,1,1,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.8716609,34.94119617
20150103,07시,주,토,대구,북구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 오지이상,직선,평지,128.5759621,35.88770543
20150103,08시,주,토,경남,진주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.1544414,35.17893841
20150103,11시,주,토,전남,광양시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,127.6643903,35.05963748
20150103,12시,주,토,전남,무안군,맑음,포장,젖음/습기,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,오르막,126.4223459,34.8733697
20150103,15시,주,토,경기,성남시,맑음,포장,건조,사망,1,0,0,0,시도,기타/불명,기타/불명,교차로아님,교차로아님,직선,내리막,127.1596447,37.43783525
20150103,16시,주,토,경기,성남시,맑음,포장,기타,사망,1,0,1,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,127.1493668,37.36804763
20150103,17시,주,토,전남,장흥군,맑음,포장,건조,사망,1,0,1,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,126.9480816,34.53994565
20150103,18시,야,토,전북,정읍시,맑음,포장,서리/결빙,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8137411,35.65194486
20150103,18시,야,토,충남,공주시,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.2599934,36.37271496
20150104,00시,야,일,서울,관악구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9524051,37.48008785
20150104,00시,야,일,전남,신안군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.1042694,35.09220263
20150104,03시,야,일,인천,계양구,맑음,포장,젖음/습기,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.7220812,37.5434402
20150104,05시,야,일,경북,칠곡군,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,128.4086552,36.05141789
20150104,06시,주,일,충남,천안시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1283964,36.77977579
20150104,07시,주,일,경기,광주시,눈,포장,젖음/습기,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,127.2857097,37.38960983
20150104,12시,주,일,세종,세종시,맑음,포장,건조,사망,1,1,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.2963693,36.58610925
20150104,13시,주,일,전남,영암군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.6753024,34.80613152
20150104,13시,주,일,충북,충주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.914672,36.96951422
20150104,15시,주,일,경기,성남시,맑음,포장,서리/결빙,사망,1,0,0,0,기타,교차로,교차로부근,교차로,교차로 - 사지,직선,내리막,127.1656078,37.4390601
20150104,18시,야,일,인천,서구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.6759199,37.5247569
20150104,18시,야,일,충남,서산시,맑음,포장,건조,사망,1,2,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.5251226,36.66856646
20150104,20시,야,일,인천,계양구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.7225789,37.53257332
20150104,21시,야,일,경북,예천군,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,128.4599977,36.67423129
20150104,21시,야,일,전남,목포시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,126.4000464,34.81428838
20150104,22시,야,일,경기,성남시,흐림,포장,젖음/습기,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,127.1105843,37.37685899
20150104,23시,야,일,경기,평택시,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0635825,37.07822291
20150105,03시,야,월,서울,구로구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8407559,37.48452015
20150105,04시,야,월,경북,칠곡군,맑음,포장,서리/결빙,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.5566237,35.98391988
20150105,06시,주,월,경기,수원시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,127.0280077,37.27755915
20150105,06시,주,월,전북,전주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1391538,35.83228744
20150105,07시,주,월,경남,창원시(통합),맑음,포장,서리/결빙,사망,1,2,1,0,시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,128.3616898,35.13319716
20150105,09시,주,월,강원,삼척시,맑음,포장,건조,사망,1,1,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,오르막,128.9453392,37.34845141
20150105,09시,주,월,강원,정선군,맑음,포장,건조,사망,1,1,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,128.8939451,37.20450953
20150105,09시,주,월,충남,보령시,흐림,포장,젖음/습기,사망,1,1,0,0,지방도,교차로,교차로내,교차로,교차로 - 삼지,커브ㆍ곡각 ,평지  ,126.4841176,36.50942181
20150105,17시,주,월,울산,울주군,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,129.2164653,35.63871055
20150105,18시,야,월,대구,달성군,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,직선,내리막,128.4931736,35.80558193
20150105,19시,야,월,경기,고양시,흐림,포장,건조,사망,1,0,0,0,시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,126.8398384,37.62070796
20150105,20시,야,월,서울,구로구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8450626,37.49649604
20150105,21시,야,월,인천,계양구,흐림,포장,젖음/습기,사망,1,1,4,0,특별광역시도,교차로,교차로내,교차로,교차로 - 삼지,커브ㆍ곡각 ,내리막,126.7425876,37.56406994
20150105,23시,야,월,경기,시흥시,비,포장,젖음/습기,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,126.7377613,37.36385778
20150105,23시,야,월,충남,서산시,비,포장,젖음/습기,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.4370864,36.77123554
20150106,02시,야,화,제주,제주시,비,포장,젖음/습기,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.4927104,33.48175278
20150106,05시,야,화,서울,용산구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.9778201,37.54820111
20150106,07시,주,화,경기,안산시,맑음,포장,젖음/습기,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.808956,37.33866917
20150106,07시,주,화,경기,파주시,흐림,포장,젖음/습기,사망,1,1,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.7638312,37.86317052
20150106,07시,주,화,경북,김천시,비,포장,젖음/습기,사망,1,1,0,0,일반국도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,128.1694368,36.11035525
20150106,08시,주,화,충남,보령시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,126.6045586,36.30703541
20150106,12시,주,화,강원,동해시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,129.1155728,37.55746351
20150106,12시,주,화,서울,성북구,맑음,포장,건조,사망,1,3,1,0,특별광역시도,단일로,터널안,교차로아님,교차로아님,직선,평지,126.9949612,37.60999981
20150106,13시,주,화,경기,광주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.2526418,37.41083588
20150106,14시,주,화,경기,하남시,맑음,포장,서리/결빙,사망,1,0,0,0,기타,기타/불명,기타/불명,교차로아님,교차로아님,커브ㆍ곡각 ,오르막,127.2198007,37.48746933
20150106,15시,주,화,전남,순천시,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,127.4248692,34.84155591
20150106,15시,주,화,충북,음성군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.5388828,37.03611118
20150106,16시,주,화,전남,담양군,맑음,포장,건조,사망,1,0,0,0,군도,기타/불명,기타/불명,교차로아님,교차로아님,직선,평지,127.0160702,35.25340867
20150106,19시,야,화,경기,안산시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.7604493,37.30274457
20150106,21시,야,화,서울,영등포구,흐림,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,126.9086183,37.49930101
20150106,23시,야,화,경기,수원시,맑음,포장,건조,사망,1,0,1,1,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0457322,37.29572844
20150106,23시,야,화,대전,서구,맑음,포장,건조,사망,2,1,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4017458,36.34223623
20150107,06시,주,수,대구,달성군,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.3988588,35.75982905
20150107,06시,주,수,전남,광양시,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로내,교차로,교차로 - 삼지,커브ㆍ곡각 ,내리막,127.6061229,34.96508269
20150107,06시,주,수,충남,천안시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1231202,36.82052357
20150107,07시,주,수,대전,동구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도부근,교차로아님,교차로아님,직선,평지,127.4298916,36.34585321
20150107,08시,주,수,전남,목포시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.3736842,34.80800573
20150107,09시,주,수,전북,익산시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9284055,35.91614901
20150107,11시,주,수,강원,원주시,맑음,비포장,서리/결빙,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,128.0461833,37.20916675
20150107,12시,주,수,충북,음성군,맑음,포장,서리/결빙,사망,2,0,1,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4991016,36.94013171
20150107,14시,주,수,전북,전주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1445804,35.82453169
20150107,16시,주,수,경기,고양시,맑음,포장,건조,사망,1,7,0,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.8577847,37.62632316
20150107,21시,야,수,서울,서초구,맑음,포장,기타,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,커브ㆍ곡각 ,평지  ,126.9824632,37.4857036
20150107,23시,야,수,경기,양주시,맑음,포장,건조,사망,1,1,3,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,126.9877389,37.79042332
20150107,23시,야,수,충북,충주시,맑음,포장,서리/결빙,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,오르막,127.995675,36.84453528
20150108,00시,야,목,충남,태안군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.3052868,36.74429429
20150108,06시,주,목,경기,성남시,맑음,포장,건조,사망,1,0,0,0,기타,교차로,교차로부근,교차로,교차로 - 오지이상,직선,내리막,127.1659955,37.43829503
20150108,06시,주,목,전남,곡성군,맑음,포장,서리/결빙,사망,1,0,0,0,고속국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.1485151,35.25964574
20150108,08시,주,목,전남,담양군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.0481275,35.28455993
20150108,09시,주,목,경기,안양시,맑음,포장,건조,사망,1,0,0,1,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.9245647,37.393713
20150108,11시,주,목,경북,영양군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,129.0290793,36.59237601
20150108,15시,주,목,전남,보성군,맑음,포장,건조,사망,1,1,1,0,지방도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,127.3463611,34.83435813
20150108,18시,야,목,강원,평창군,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.7013645,37.6731482
20150109,06시,주,금,충북,청주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4627699,36.6433334
20150109,07시,주,금,부산,연제구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,129.0773851,35.18752003
20150109,09시,주,금,인천,계양구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.6947507,37.52491474
20150109,09시,주,금,전남,무안군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,126.4685647,34.97898146
20150109,17시,주,금,경남,함양군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.6907005,35.48240708
20150109,18시,야,금,경기,고양시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,126.901235,37.71500798
20150109,20시,야,금,서울,중구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.9958365,37.56423329
20150109,22시,야,금,인천,계양구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.7198367,37.54374086
20150110,01시,야,토,경기,가평군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4017154,37.71856053
20150110,01시,야,토,대구,수성구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.6376557,35.82065582
20150110,01시,야,토,충북,청주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4674939,36.66233831
20150110,02시,야,토,서울,송파구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.1002465,37.51340898
20150110,03시,야,토,서울,구로구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,126.8777451,37.50468574
20150110,04시,야,토,광주,남구,맑음,포장,건조,사망,1,1,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,오르막,126.8725813,35.11380706
20150110,11시,주,토,경북,의성군,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,128.6414054,36.32228469
20150110,13시,주,토,충남,천안시,맑음,포장,건조,사망,1,1,1,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.3340739,36.76899907
20150110,19시,야,토,광주,서구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9016585,35.1547383
20150110,21시,야,토,서울,성동구,맑음,포장,기타,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.034594,37.54078605
20150111,01시,야,일,경기,용인시,흐림,포장,젖음/습기,사망,1,0,0,1,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1033082,37.33436164
20150111,02시,야,일,서울,성북구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0551117,37.61256826
20150111,03시,야,일,경기,성남시,맑음,포장,건조,사망,1,1,3,0,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0707514,37.42959577
20150111,05시,야,일,경기,이천시,맑음,포장,적설,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.3843516,37.3027363
20150111,06시,주,일,경남,고성군,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로내,교차로,교차로 - 사지,커브ㆍ곡각 ,내리막,128.4634775,35.04983612
20150111,07시,주,일,대전,유성구,눈,포장,서리/결빙,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.3801243,36.40937199
20150111,08시,주,일,경남,거창군,맑음,포장,적설,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.8519558,35.72190111
20150111,09시,주,일,충남,당진시,맑음,포장,서리/결빙,사망,2,0,3,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,126.7093849,36.80248276
20150111,13시,주,일,경북,고령군,맑음,포장,건조,사망,1,0,0,0,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.3713418,35.76019383
20150111,17시,주,일,강원,영월군,맑음,포장,건조,사망,1,3,1,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.4606164,37.19338869
20150111,18시,야,일,울산,울주군,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,129.1773727,35.45186807
20150111,19시,야,일,경기,안양시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9473444,37.38852159
20150111,22시,야,일,강원,태백시,맑음,포장,건조,사망,2,1,2,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,내리막,129.0369785,37.09582739
20150112,02시,야,월,울산,남구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,129.2690364,35.553631
20150112,06시,주,월,인천,남동구,맑음,포장,건조,사망,1,0,3,1,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,126.7075406,37.44980196
20150112,13시,주,월,전남,여수시,맑음,포장,건조,사망,1,0,0,0,기타,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,내리막,127.5604507,34.65920592
20150112,18시,야,월,대구,중구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.5875546,35.87259001
20150112,18시,야,월,전남,순천시,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,127.4683184,34.88611313
20150112,19시,야,월,제주,서귀포시,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8927317,33.44408644
20150112,19시,야,월,충북,진천군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4451597,36.99184414
20150112,21시,야,월,경기,남양주시,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1348481,37.67819717
20150112,21시,야,월,경기,안양시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9139692,37.41674501
20150113,01시,야,화,경북,영천시,맑음,포장,건조,사망,1,0,1,0,고속국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,128.9464684,35.92222813
20150113,05시,야,화,경기,평택시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,126.9144832,36.9519486
20150113,08시,주,화,서울,관악구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,126.9434704,37.48306565
20150113,08시,주,화,충북,괴산군,맑음,포장,젖음/습기,사망,1,1,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.7338644,36.86530601
20150113,09시,주,화,경북,경주시,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,129.3032502,35.77237806
20150113,09시,주,화,울산,남구,맑음,포장,건조,사망,1,5,3,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,129.3004628,35.51845723
20150113,11시,주,화,경북,고령군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.2802815,35.77141287
20150113,12시,주,화,충북,괴산군,맑음,포장,건조,사망,1,0,0,1,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.7348311,36.72269121
20150113,16시,주,화,충북,옥천군,맑음,포장,건조,사망,1,2,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.7625175,36.33377525
20150113,17시,주,화,경기,군포시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9409277,37.37638598
20150113,18시,야,화,경북,경주시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,129.2155075,35.84445639
20150113,18시,야,화,전남,순천시,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.4596134,35.01886996
20150113,19시,야,화,전북,순창군,맑음,포장,건조,사망,2,3,0,0,일반국도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.1492191,35.37164687
20150113,23시,야,화,경기,양주시,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0754455,37.79968602
20150113,23시,야,화,전남,해남군,기타/불명,포장,기타,사망,1,0,0,0,기타,기타/불명,기타/불명,교차로아님,교차로아님,기타구역,기타/서비스구역,126.4982505,34.62322888
20150114,01시,야,수,전남,여수시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.6470895,34.77377614
20150114,01시,야,수,전남,장흥군,맑음,포장,건조,사망,1,1,0,0,기타,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,126.9803502,34.53995195
20150114,03시,야,수,전남,여수시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.663112,34.78539225
20150114,04시,야,수,서울,강동구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,기타구역,기타/서비스구역,127.1285737,37.52388511
20150114,05시,야,수,강원,동해시,맑음,포장,건조,사망,1,1,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,내리막,129.1192976,37.53026632
20150114,06시,주,수,경기,용인시,맑음,포장,건조,사망,1,0,1,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1987948,37.23324519
20150114,06시,주,수,대전,유성구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.3305884,36.35472402
20150114,06시,주,수,부산,사상구,흐림,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,128.9767917,35.16965641
20150114,14시,주,수,경남,김해시,비,포장,젖음/습기,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,128.7669258,35.27860694
