발생일,발생시간,주야,요일,발생지_시도,발생지_시군구,기상상태,노면상태_대분류,노면상태,사고내용,사망자수,중상자수,경상자수,부상신고자수,도로종류,도로형태_대분류,도로형태,교차로형태_대분류,교차로형태,도로선형_대분류,도로선형,경도,위도
20151207,06시,주,월,충북,충주시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.9338745,36.98724181
20151207,07시,주,월,경기,포천시,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,127.2420004,37.78392672
20151207,07시,주,월,전남,강진군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.7755083,34.64243271
20151207,07시,주,월,전남,완도군,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.5740385,34.1980032
20151207,07시,주,월,전남,진도군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,지하차도(도로)내,교차로아님,교차로아님,직선,평지,126.2906029,34.52077615
20151207,08시,주,월,전남,순천시,안개,포장,젖음/습기,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,127.4876005,35.1070621
20151207,08시,주,월,전남,완도군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,내리막,126.5628466,34.17660821
20151207,08시,주,월,충남,당진시,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,126.7298758,36.93330799
20151207,09시,주,월,경북,경주시,흐림,포장,젖음/습기,사망,1,0,0,0,기타,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,129.2870452,35.73532532
20151207,10시,주,월,전남,여수시,맑음,포장,건조,사망,1,2,1,0,시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.7287401,34.8181706
20151207,11시,주,월,충북,충주시,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,127.7804491,36.9794462
20151207,13시,주,월,전남,장흥군,맑음,포장,건조,사망,1,2,1,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9039628,34.72358446
20151207,17시,주,월,인천,연수구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,교량위,교차로아님,교차로아님,직선,오르막,126.6844755,37.38659075
20151207,18시,야,월,경기,고양시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8445109,37.65252394
20151207,18시,야,월,경기,파주시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,126.8801591,37.94264033
20151207,19시,야,월,충남,홍성군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.5573324,36.54048386
20151207,23시,야,월,서울,금천구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,내리막,126.9124205,37.45006978
20151208,06시,주,화,전북,전주시,흐림,포장,젖음/습기,사망,1,0,0,0,시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,127.1415732,35.84331239
20151208,07시,주,화,경기,오산시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0685543,37.14188129
20151208,09시,주,화,서울,마포구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,126.9550789,37.55726506
20151208,15시,주,화,부산,강서구,맑음,포장,건조,사망,1,3,1,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.9474337,35.10783293
20151208,15시,주,화,충남,금산군,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.550612,36.11331475
20151208,16시,주,화,전남,고흥군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,127.2889571,34.49325947
20151208,18시,야,화,전북,전주시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.1456602,35.8281774
20151208,19시,야,화,충북,청주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4940277,36.62418222
20151208,21시,야,화,경기,시흥시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8130372,37.4296499
20151208,21시,야,화,충남,보령시,맑음,포장,건조,사망,2,2,1,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,126.6052185,36.35648825
20151209,00시,야,수,광주,북구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,126.8957856,35.17094882
20151209,06시,주,수,서울,강북구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,127.0408534,37.61646062
20151209,06시,주,수,서울,은평구,흐림,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도부근,교차로아님,교차로아님,직선,평지,126.9189772,37.61646427
20151209,06시,주,수,인천,미추홀구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.6786302,37.45865591
20151209,08시,주,수,경기,광주시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 삼지,커브ㆍ곡각 ,오르막,127.2817997,37.47959596
20151209,10시,주,수,경남,합천군,맑음,포장,건조,사망,1,0,0,0,기타,기타/불명,기타/불명,교차로아님,교차로아님,직선,평지,128.1279656,35.41565279
20151209,11시,주,수,충북,음성군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,내리막,127.6578766,36.88101479
20151209,15시,주,수,경기,고양시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8326415,37.65634211
20151209,17시,주,수,경기,광주시,흐림,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,127.351174,37.34434358
20151209,17시,주,수,대전,동구,흐림,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4220708,36.34340518
20151209,18시,야,수,전북,김제시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.9090177,35.80193868
20151209,18시,야,수,충남,논산시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,127.011328,36.14722841
20151209,19시,야,수,경북,김천시,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.1198207,36.14480031
20151209,19시,야,수,서울,영등포구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,기타/불명,기타/불명,교차로아님,교차로아님,직선,평지,126.9182525,37.51448257
20151209,21시,야,수,충북,청주시,맑음,포장,건조,사망,1,0,1,0,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4254939,36.69086067
20151209,22시,야,수,충남,논산시,맑음,포장,건조,사망,1,2,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,127.098416,36.11539047
20151210,02시,야,목,광주,광산구,맑음,포장,건조,사망,1,1,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,126.7868653,35.16046495
20151210,06시,주,목,경기,남양주시,맑음,포장,건조,사망,1,0,0,0,기타,단일로,기타단일로,교차로아님,교차로아님,기타구역,기타/서비스구역,127.2406968,37.65627741
20151210,07시,주,목,경기,화성시,흐림,포장,건조,사망,1,0,2,0,시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,126.9388186,37.0747686
20151210,07시,주,목,충남,예산군,흐림,포장,건조,사망,1,0,0,0,군도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.8483911,36.72909024
20151210,08시,주,목,경북,문경시,비,포장,젖음/습기,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,128.1967157,36.59213503
20151210,10시,주,목,경기,연천군,맑음,포장,건조,사망,1,0,0,0,군도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,127.0678366,38.02693842
20151210,18시,야,목,충남,논산시,비,포장,젖음/습기,사망,1,0,0,0,일반국도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,127.1036615,36.14638852
20151210,20시,야,목,부산,사상구,비,포장,젖음/습기,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.9773685,35.14205081
20151210,22시,야,목,대구,북구,비,포장,젖음/습기,사망,1,2,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,128.6063755,35.88382286
20151211,00시,야,금,서울,중구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9822471,37.56447192
20151211,02시,야,금,경북,경주시,비,포장,젖음/습기,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,129.273758,35.98640351
20151211,07시,주,금,경기,광주시,맑음,포장,젖음/습기,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 삼지,커브ㆍ곡각 ,내리막,127.2473086,37.42080284
20151211,07시,주,금,경북,안동시,흐림,포장,젖음/습기,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.7577713,36.55498347
20151211,07시,주,금,전남,함평군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.6272954,35.20464889
20151211,08시,주,금,광주,동구,흐림,포장,젖음/습기,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.9190632,35.15745598
20151211,13시,주,금,제주,제주시,흐림,포장,건조,사망,1,0,0,0,기타,기타/불명,기타/불명,교차로아님,교차로아님,직선,오르막,126.3080503,33.4487915
20151211,16시,주,금,부산,수영구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,129.1070797,35.17125242
20151211,18시,야,금,전남,무안군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,126.2930819,35.11034202
20151211,19시,야,금,전북,완주군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.2367003,35.85489176
20151211,20시,야,금,전북,장수군,흐림,포장,젖음/습기,사망,1,0,1,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,오르막,127.4992605,35.58016297
20151211,22시,야,금,경북,구미시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,128.3160763,36.21672059
20151212,00시,야,토,경기,고양시,맑음,포장,건조,사망,4,3,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.841587,37.60745911
20151212,00시,야,토,제주,제주시,흐림,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.2646864,33.41129023
20151212,06시,주,토,울산,울주군,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,129.2520476,35.55921615
20151212,07시,주,토,서울,동대문구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,기타/불명,기타/불명,교차로아님,교차로아님,직선,평지,127.037363,37.57810381
20151212,08시,주,토,서울,강동구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1548097,37.5551246
20151212,09시,주,토,경남,진주시,맑음,포장,젖음/습기,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.0579376,35.17076504
20151212,11시,주,토,전남,광양시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.5833486,34.97512789
20151212,12시,주,토,충남,천안시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,127.2222136,36.91453918
20151212,17시,주,토,강원,평창군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,128.4476286,37.47310394
20151212,17시,주,토,경기,성남시,맑음,포장,건조,사망,1,13,16,4,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0979017,37.40658724
20151212,17시,주,토,경북,문경시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,횡단보도상,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,128.1676626,36.61831818
20151212,18시,야,토,경기,안성시,기타/불명,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.3517855,37.03210373
20151212,18시,야,토,경북,군위군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.746612,36.16386002
20151212,18시,야,토,서울,서대문구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9478462,37.59378998
20151212,19시,야,토,인천,연수구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,126.6696724,37.4257553
20151212,20시,야,토,경남,밀양시,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.939414,35.52929369
20151213,01시,야,일,경기,동두천시,맑음,포장,건조,사망,1,1,3,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.0531299,37.90247856
20151213,03시,야,일,경북,경산시,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,128.8189513,35.87271519
20151213,04시,야,일,경남,남해군,흐림,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,128.0188396,34.89777886
20151213,05시,야,일,제주,제주시,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.8265403,33.53907989
20151213,06시,주,일,제주,서귀포시,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.2525654,33.22588133
20151213,08시,주,일,경기,남양주시,맑음,포장,건조,사망,1,0,0,0,고속국도,단일로,터널안,교차로아님,교차로아님,직선,평지,127.1063811,37.67009273
20151213,08시,주,일,서울,용산구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,교량위,교차로아님,교차로아님,직선,평지,126.9582814,37.51680916
20151213,15시,주,일,경기,김포시,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,126.6307068,37.61953285
20151213,19시,야,일,경기,파주시,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,126.7887367,37.77706016
20151213,19시,야,일,충북,보은군,흐림,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.7995254,36.45305099
20151213,20시,야,일,강원,평창군,맑음,포장,건조,사망,1,0,4,1,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.5490664,37.6473982
20151213,20시,야,일,인천,부평구,맑음,포장,건조,사망,1,1,1,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.7034451,37.50866844
20151214,01시,야,월,서울,강남구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.0631018,37.50885176
20151214,07시,주,월,전북,전주시,기타/불명,포장,젖음/습기,사망,1,0,1,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1487362,35.81352616
20151214,15시,주,월,강원,평창군,비,포장,젖음/습기,사망,1,0,1,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,128.4225919,37.43916825
20151214,18시,야,월,대구,서구,비,포장,젖음/습기,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.5567176,35.8843602
20151214,22시,야,월,경북,영주시,비,포장,젖음/습기,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.6191115,36.81012145
20151214,23시,야,월,경기,부천시,비,포장,젖음/습기,사망,1,0,1,0,일반국도,단일로,횡단보도부근,교차로아님,교차로아님,직선,평지,126.7958501,37.48225102
20151215,00시,야,화,경기,화성시,비,포장,젖음/습기,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,내리막,127.0391026,37.20241722
20151215,00시,야,화,전남,영암군,비,포장,젖음/습기,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,126.488706,34.74170206
20151215,04시,야,화,서울,서초구,흐림,포장,젖음/습기,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9836183,37.47071002
20151215,10시,주,화,제주,서귀포시,흐림,포장,젖음/습기,사망,1,1,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.3532616,33.32737894
20151215,11시,주,화,인천,중구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.6210262,37.44916312
20151215,12시,주,화,경기,화성시,흐림,포장,건조,사망,1,0,1,0,일반국도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,126.8025031,37.08966677
20151215,13시,주,화,경북,문경시,흐림,포장,건조,사망,1,0,1,0,고속국도,단일로,터널안,교차로아님,교차로아님,직선,평지,128.1327695,36.66323109
20151215,13시,주,화,서울,영등포구,맑음,포장,건조,사망,1,0,0,0,기타,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,126.8919678,37.53245831
20151215,13시,주,화,인천,부평구,맑음,포장,건조,사망,1,0,1,0,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.7545145,37.46813466
20151215,13시,주,화,충남,천안시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1397973,36.77899954
20151215,14시,주,화,서울,성북구,맑음,포장,건조,사망,2,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0626013,37.61390231
20151215,16시,주,화,경남,남해군,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로부근,교차로,교차로 - 삼지,직선,내리막,127.9468712,34.80780794
20151215,18시,야,화,경기,동두천시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0310379,37.90820598
20151216,07시,주,수,제주,제주시,흐림,포장,젖음/습기,사망,1,0,0,0,지방도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.3054569,33.44624124
20151216,09시,주,수,충북,청주시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,127.4835835,36.66801201
20151216,12시,주,수,전북,정읍시,비,포장,젖음/습기,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,126.9902903,35.60868627
20151216,15시,주,수,전남,화순군,눈,포장,젖음/습기,사망,1,0,1,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0160975,35.02807089
20151216,16시,주,수,경기,안산시,맑음,포장,건조,사망,1,0,0,0,기타,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8668778,37.28646086
20151216,17시,주,수,강원,홍천군,맑음,포장,건조,사망,1,2,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.8885413,37.6944636
20151216,18시,야,수,경남,함안군,눈,포장,젖음/습기,사망,1,0,0,0,지방도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,128.4407896,35.34405899
20151216,18시,야,수,제주,제주시,눈,포장,젖음/습기,사망,1,0,0,0,일반국도,기타/불명,기타/불명,교차로아님,교차로아님,직선,평지,126.2556272,33.34442313
20151216,18시,야,수,충남,논산시,눈,포장,젖음/습기,사망,1,0,0,0,일반국도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,127.1036386,36.14651467
20151216,22시,야,수,전남,여수시,흐림,포장,젖음/습기,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 삼지,직선,내리막,127.6334841,34.76070702
20151217,00시,야,목,충남,아산시,눈,포장,서리/결빙,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,126.9901906,36.78736796
20151217,06시,주,목,경기,광명시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.8867878,37.46144992
20151217,06시,주,목,경기,남양주시,맑음,포장,건조,사망,1,0,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1500172,37.60424308
20151217,06시,주,목,서울,서초구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,교차로,교차로부근,교차로,교차로 - 사지,직선,평지,126.9895885,37.49246775
20151217,06시,주,목,인천,남동구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.7250482,37.46013037
20151217,10시,주,목,서울,구로구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,횡단보도상,교차로아님,교차로아님,직선,평지,126.8919726,37.49699918
20151217,11시,주,목,전북,임실군,맑음,포장,서리/결빙,사망,1,0,1,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,오르막,127.3148151,35.53842718
20151217,17시,주,목,경북,영천시,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로내,교차로,교차로 - 삼지,직선,내리막,128.7937307,36.03256021
20151217,19시,야,목,울산,중구,맑음,포장,건조,사망,1,0,1,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,129.2662076,35.57000803
20151217,19시,야,목,충북,음성군,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.5964387,36.98874371
20151217,22시,야,목,울산,동구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,129.4124911,35.53268008
20151218,01시,야,금,경기,용인시,맑음,포장,건조,사망,1,0,0,0,시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,127.200679,37.23287137
20151218,01시,야,금,서울,관악구,맑음,포장,건조,사망,1,2,2,0,특별광역시도,교차로,교차로내,교차로,교차로 - 사지,직선,평지,126.9296189,37.4840001
20151218,01시,야,금,충북,음성군,맑음,포장,건조,사망,2,1,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.6835572,36.9495182
20151218,04시,야,금,경북,상주시,맑음,포장,건조,사망,1,3,0,0,지방도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,내리막,128.0896207,36.25468943
20151218,06시,주,금,부산,강서구,맑음,포장,젖음/습기,사망,2,2,1,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.9179702,35.12154519
20151218,08시,주,금,전남,순천시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.4907904,34.95065471
20151218,10시,주,금,경기,양주시,맑음,포장,건조,사망,1,1,1,0,지방도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.0193633,37.89297202
20151218,10시,주,금,울산,울주군,흐림,포장,서리/결빙,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,129.1108567,35.53526631
20151218,10시,주,금,전남,신안군,맑음,포장,건조,사망,1,0,0,0,군도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,125.9979946,34.76182217
20151218,10시,주,금,충남,아산시,흐림,포장,건조,사망,1,0,0,1,지방도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,오르막,126.939926,36.8640272
20151218,12시,주,금,경남,사천시,맑음,포장,건조,사망,1,0,0,0,기타,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.0532833,35.05902812
20151218,12시,주,금,경북,의성군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.5795691,36.28212042
20151218,14시,주,금,전북,임실군,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,127.2640504,35.60176107
20151218,18시,야,금,제주,제주시,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,126.471246,33.4939272
20151218,18시,야,금,충남,천안시,맑음,포장,건조,사망,1,0,0,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.153049,36.82497775
20151218,20시,야,금,충북,청주시,맑음,포장,건조,사망,1,0,1,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,오르막,127.5142101,36.65796063
20151218,23시,야,금,대구,중구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,128.5998689,35.86674396
20151219,01시,야,토,경기,용인시,맑음,포장,건조,사망,1,0,0,3,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.1036575,37.29149272
20151219,06시,주,토,대구,달성군,맑음,포장,건조,사망,1,0,1,0,고속국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,내리막,128.422961,35.76837394
20151219,07시,주,토,서울,마포구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.9011559,37.57519299
20151219,08시,주,토,서울,서초구,맑음,포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,직선,내리막,127.0900378,37.46330511
20151219,08시,주,토,전남,담양군,맑음,포장,기타,사망,2,4,5,0,일반국도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,126.9566501,35.22619578
20151219,10시,주,토,광주,북구,맑음,비포장,건조,사망,1,0,0,0,특별광역시도,단일로,기타단일로,교차로아님,교차로아님,커브ㆍ곡각 ,평지  ,126.9010866,35.19680885
20151219,15시,주,토,경기,파주시,맑음,포장,건조,사망,1,0,0,0,시도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,126.7709764,37.86490039
20151219,15시,주,토,제주,서귀포시,맑음,포장,건조,사망,1,0,0,0,지방도,교차로,교차로내,교차로,교차로 - 삼지,직선,평지,126.3922766,33.31347359
20151219,18시,야,토,경기,용인시,맑음,포장,건조,사망,1,6,3,0,고속국도,단일로,기타단일로,교차로아님,교차로아님,직선,평지,127.0951885,37.12831879
20151219,22시,야,토,경기,이천시,맑음,포장,건조,사망,1,0,0,0,일반국도,교차로,교차로부근,교차로,교차로 - 삼지,직선,평지,127.4551316,37.27105505
